c Emme Modeller - Matrix Transaction
c Date: 2016-01-24 12:16:36
c Project:        TL_RTM_Release_2015_01.00 [2011 Base Case]                  
t matrices
a matrix=mo54   s-0--   0.0 Segment W0                              
   gu10    all  100.2049
   gu11    all  101.6491
   gu12    all  231.1081
   gu13    all  92.52793
   gu14    all  183.3214
   gu15    all  83.25603
   gu16    all  79.31826
   gu21    all  165.8894
   gu22    all  36.13827
   gu23    all  33.94725
   gu24    all  127.2631
   gu25    all  313.0007
a matrix=mo449   u3111   0.0 AuUtil H3W1LA1                          
   gu01    all   73.8849
   gu02    all  149.0228
   gu04    all  4.136883
   gu05    all  293.0513
   gu06    all  287.6549
   gu07    all  216.9343
   gu08    all   86.5282
   gu09    all  425.6168
   gu10    all  100.2049
   gu11    all  101.6491
   gu12    all  231.1081
   gu13    all  92.52793
   gu14    all  183.3214
   gu15    all  83.25603
   gu16    all  79.31826
   gu21    all  165.8894
   gu22    all  36.13827
   gu23    all  33.94725
   gu24    all  127.2631
   gu25    all  313.0007
a matrix=mo450   u3211   0.0 AuUtil H3W2LA1                          
   gu01    all   73.8849
   gu02    all  149.0228
   gu04    all  4.136883
   gu05    all  293.0513
   gu06    all  287.6549
   gu07    all  216.9343
   gu08    all   86.5282
   gu09    all  425.6168
   gu10    all  100.2049
   gu11    all  101.6491
   gu12    all  231.1081
   gu13    all  92.52793
   gu14    all  183.3214
   gu15    all  83.25603
   gu16    all  79.31826
   gu21    all  165.8894
   gu22    all  36.13827
   gu23    all  33.94725
   gu24    all  127.2631
   gu25    all  313.0007
a matrix=mo451   u3311   0.0 AuUtil H3W3LA1                          
   gu01    all  61.26967
   gu02    all  123.7923
   gu04    all   3.39481
   gu05    all  250.7532
   gu06    all  237.9361
   gu07    all  179.8307
   gu08    all  71.68675
   gu09    all  352.8937
   gu10    all  83.13728
   gu11    all  83.83935
   gu12    all  191.0362
   gu13    all  76.20234
   gu14    all  151.4123
   gu15    all  68.41458
   gu16    all  68.18717
   gu21    all  142.8852
   gu22    all  30.94376
   gu23    all  28.75274
   gu24    all  107.2271
   gu25    all   264.766
a matrix=mo452   u4011   0.0 AuUtil H4+W0LA1                         
   gu01    all   73.8849
   gu02    all  149.0228
   gu04    all  4.136883
   gu05    all  293.0513
   gu06    all  287.6549
   gu07    all  216.9343
   gu08    all   86.5282
   gu09    all  425.6168
   gu10    all  100.2049
   gu11    all  101.6491
   gu12    all  231.1081
   gu13    all  92.52793
   gu14    all  183.3214
   gu15    all  83.25603
   gu16    all  79.31826
   gu21    all  165.8894
   gu22    all  36.13827
   gu23    all  33.94725
   gu24    all  127.2631
   gu25    all  313.0007
a matrix=mo453   u4111   0.0 AuUtil H4+W1LA1                         
   gu01    all   73.8849
   gu02    all  149.0228
   gu04    all  4.136883
   gu05    all  293.0513
   gu06    all  287.6549
   gu07    all  216.9343
   gu08    all   86.5282
   gu09    all  425.6168
   gu10    all  100.2049
   gu11    all  101.6491
   gu12    all  231.1081
   gu13    all  92.52793
   gu14    all  183.3214
   gu15    all  83.25603
   gu16    all  79.31826
   gu21    all  165.8894
   gu22    all  36.13827
   gu23    all  33.94725
   gu24    all  127.2631
   gu25    all  313.0007
a matrix=mo454   u4211   0.0 AuUtil H4+W2LA1                         
   gu01    all   73.8849
   gu02    all  149.0228
   gu04    all  4.136883
   gu05    all  293.0513
   gu06    all  287.6549
   gu07    all  216.9343
   gu08    all   86.5282
   gu09    all  425.6168
   gu10    all  100.2049
   gu11    all  101.6491
   gu12    all  231.1081
   gu13    all  92.52793
   gu14    all  183.3214
   gu15    all  83.25603
   gu16    all  79.31826
   gu21    all  165.8894
   gu22    all  36.13827
   gu23    all  33.94725
   gu24    all  127.2631
   gu25    all  313.0007
a matrix=mo455   u4311   0.0 AuUtil H4+W3+LA1                        
   gu01    all  61.26967
   gu02    all  123.7923
   gu04    all   3.39481
   gu05    all  250.7532
   gu06    all  237.9361
   gu07    all  179.8307
   gu08    all  71.68675
   gu09    all  352.8937
   gu10    all  83.13728
   gu11    all  83.83935
   gu12    all  191.0362
   gu13    all  76.20234
   gu14    all  151.4123
   gu15    all  68.41458
   gu16    all  68.18717
   gu21    all  142.8852
   gu22    all  30.94376
   gu23    all  28.75274
   gu24    all  107.2271
   gu25    all   264.766
a matrix=mo456   u1021   0.0 AuUtil H1W0MA1                          
   gu01    all  49.40397
   gu02    all  100.0609
   gu04    all  2.696828
   gu05    all  210.9682
   gu06    all  191.1713
   gu07    all  144.9316
   gu08    all   57.7271
   gu09    all  284.4914
   gu10    all  67.08368
   gu11    all  67.08777
   gu12    all  153.3451
   gu13    all  60.84673
   gu14    all  121.3991
   gu15    all  54.45493
   gu16    all  57.71743
   gu21    all  121.2477
   gu22    all  26.05788
   gu23    all  23.86686
   gu24    all   88.3816
   gu25    all  219.3972
a matrix=mo457   u1121   0.0 AuUtil H1W1MA1                          
   gu01    all  49.40397
   gu02    all  100.0609
   gu04    all  2.696828
   gu05    all  210.9682
   gu06    all  191.1713
   gu07    all  144.9316
   gu08    all   57.7271
   gu09    all  284.4914
   gu10    all  67.08368
   gu11    all  67.08777
   gu12    all  153.3451
   gu13    all  60.84673
   gu14    all  121.3991
   gu15    all  54.45493
   gu16    all  57.71743
   gu21    all  121.2477
   gu22    all  26.05788
   gu23    all  23.86686
   gu24    all   88.3816
   gu25    all  219.3972
a matrix=mo458   u2021   0.0 AuUtil H2W0MA1                          
   gu01    all  49.40397
   gu02    all  100.0609
   gu04    all  2.696828
   gu05    all  210.9682
   gu06    all  191.1713
   gu07    all  144.9316
   gu08    all   57.7271
   gu09    all  284.4914
   gu10    all  67.08368
   gu11    all  67.08777
   gu12    all  153.3451
   gu13    all  60.84673
   gu14    all  121.3991
   gu15    all  54.45493
   gu16    all  57.71743
   gu21    all  121.2477
   gu22    all  26.05788
   gu23    all  23.86686
   gu24    all   88.3816
   gu25    all  219.3972
a matrix=mo459   u2121   0.0 AuUtil H2W1MA1                          
   gu01    all  49.40397
   gu02    all  100.0609
   gu04    all  2.696828
   gu05    all  210.9682
   gu06    all  191.1713
   gu07    all  144.9316
   gu08    all   57.7271
   gu09    all  284.4914
   gu10    all  67.08368
   gu11    all  67.08777
   gu12    all  153.3451
   gu13    all  60.84673
   gu14    all  121.3991
   gu15    all  54.45493
   gu16    all  57.71743
   gu21    all  121.2477
   gu22    all  26.05788
   gu23    all  23.86686
   gu24    all   88.3816
   gu25    all  219.3972
a matrix=mo460   u2221   0.0 AuUtil H2W2MA1                          
   gu01    all  49.40397
   gu02    all  100.0609
   gu04    all  2.696828
   gu05    all  210.9682
   gu06    all  191.1713
   gu07    all  144.9316
   gu08    all   57.7271
   gu09    all  284.4914
   gu10    all  67.08368
   gu11    all  67.08777
   gu12    all  153.3451
   gu13    all  60.84673
   gu14    all  121.3991
   gu15    all  54.45493
   gu16    all  57.71743
   gu21    all  121.2477
   gu22    all  26.05788
   gu23    all  23.86686
   gu24    all   88.3816
   gu25    all  219.3972
a matrix=mo461   u3021   0.0 AuUtil H3W0MA1                          
   gu01    all  66.23631
   gu02    all  133.7256
   gu04    all  3.686965
   gu05    all   267.406
   gu06    all  257.5105
   gu07    all  194.4385
   gu08    all  77.52985
   gu09    all  381.5249
   gu10    all  89.85685
   gu11    all  90.85107
   gu12    all  206.8126
   gu13    all  82.62975
   gu14    all   163.975
   gu15    all  74.25768
   gu16    all   72.5695
   gu21    all   151.942
   gu22    all  32.98885
   gu23    all  30.79782
   gu24    all  115.1153
   gu25    all  283.7561
a matrix=mo462   u3121   0.0 AuUtil H3W1MA1                          
   gu01    all  66.23631
   gu02    all  133.7256
   gu04    all  3.686965
   gu05    all   267.406
   gu06    all  257.5105
   gu07    all  194.4385
   gu08    all  77.52985
   gu09    all  381.5249
   gu10    all  89.85685
   gu11    all  90.85107
   gu12    all  206.8126
   gu13    all  82.62975
   gu14    all   163.975
   gu15    all  74.25768
   gu16    all   72.5695
   gu21    all   151.942
   gu22    all  32.98885
   gu23    all  30.79782
   gu24    all  115.1153
   gu25    all  283.7561
a matrix=mo463   u3221   0.0 AuUtil H3W2MA1                          
   gu01    all  66.23631
   gu02    all  133.7256
   gu04    all  3.686965
   gu05    all   267.406
   gu06    all  257.5105
   gu07    all  194.4385
   gu08    all  77.52985
   gu09    all  381.5249
   gu10    all  89.85685
   gu11    all  90.85107
   gu12    all  206.8126
   gu13    all  82.62975
   gu14    all   163.975
   gu15    all  74.25768
   gu16    all   72.5695
   gu21    all   151.942
   gu22    all  32.98885
   gu23    all  30.79782
   gu24    all  115.1153
   gu25    all  283.7561
a matrix=mo464   u3321   0.0 AuUtil H3W3MA1                          
   gu01    all  53.62108
   gu02    all  108.4952
   gu04    all  2.944893
   gu05    all  225.1079
   gu06    all  207.7916
   gu07    all  157.3349
   gu08    all   62.6884
   gu09    all  308.8018
   gu10    all  72.78918
   gu11    all  73.04133
   gu12    all  166.7407
   gu13    all  66.30416
   gu14    all  132.0659
   gu15    all  59.41623
   gu16    all  61.43841
   gu21    all  128.9377
   gu22    all  27.79434
   gu23    all  25.60332
   gu24    all  95.07936
   gu25    all  235.5214
a matrix=mo465   u4021   0.0 AuUtil H4+W0MA1                         
   gu01    all  66.23631
   gu02    all  133.7256
   gu04    all  3.686965
   gu05    all   267.406
   gu06    all  257.5105
   gu07    all  194.4385
   gu08    all  77.52985
   gu09    all  381.5249
   gu10    all  89.85685
   gu11    all  90.85107
   gu12    all  206.8126
   gu13    all  82.62975
   gu14    all   163.975
   gu15    all  74.25768
   gu16    all   72.5695
   gu21    all   151.942
   gu22    all  32.98885
   gu23    all  30.79782
   gu24    all  115.1153
   gu25    all  283.7561
a matrix=mo466   u4121   0.0 AuUtil H4+W1MA1                         
   gu01    all  66.23631
   gu02    all  133.7256
   gu04    all  3.686965
   gu05    all   267.406
   gu06    all  257.5105
   gu07    all  194.4385
   gu08    all  77.52985
   gu09    all  381.5249
   gu10    all  89.85685
   gu11    all  90.85107
   gu12    all  206.8126
   gu13    all  82.62975
   gu14    all   163.975
   gu15    all  74.25768
   gu16    all   72.5695
   gu21    all   151.942
   gu22    all  32.98885
   gu23    all  30.79782
   gu24    all  115.1153
   gu25    all  283.7561
a matrix=mo467   u4221   0.0 AuUtil H4+W2MA1                         
   gu01    all  66.23631
   gu02    all  133.7256
   gu04    all  3.686965
   gu05    all   267.406
   gu06    all  257.5105
   gu07    all  194.4385
   gu08    all  77.52985
   gu09    all  381.5249
   gu10    all  89.85685
   gu11    all  90.85107
   gu12    all  206.8126
   gu13    all  82.62975
   gu14    all   163.975
   gu15    all  74.25768
   gu16    all   72.5695
   gu21    all   151.942
   gu22    all  32.98885
   gu23    all  30.79782
   gu24    all  115.1153
   gu25    all  283.7561
a matrix=mo468   u4321   0.0 AuUtil H4+W3+MA1                        
   gu01    all  53.62108
   gu02    all  108.4952
   gu04    all  2.944893
   gu05    all  225.1079
   gu06    all  207.7916
   gu07    all  157.3349
   gu08    all   62.6884
   gu09    all  308.8018
   gu10    all  72.78918
   gu11    all  73.04133
   gu12    all  166.7407
   gu13    all  66.30416
   gu14    all  132.0659
   gu15    all  59.41623
   gu16    all  61.43841
   gu21    all  128.9377
   gu22    all  27.79434
   gu23    all  25.60332
   gu24    all  95.07936
   gu25    all  235.5214
a matrix=mo469   u1031   0.0 AuUtil H1W0HA1                          
   gu01    all  35.80804
   gu02    all  72.86907
   gu04    all  1.897067
   gu05    all  165.3818
   gu06    all  137.5873
   gu07    all  104.9436
   gu08    all  41.73189
   gu09    all  206.1148
   gu10    all  48.68919
   gu11    all  47.89351
   gu12    all  110.1581
   gu13    all  43.25199
   gu14    all  87.00937
   gu15    all  38.45972
   gu16    all  45.72102
   gu21    all  77.92857
   gu22    all  18.66667
   gu23    all  18.26854
   gu24    all  66.78806
   gu25    all  167.4127
a matrix=mo470   u1131   0.0 AuUtil H1W1HA1                          
   gu01    all  35.80804
   gu02    all  72.86907
   gu04    all  1.897067
   gu05    all  165.3818
   gu06    all  137.5873
   gu07    all  104.9436
   gu08    all  41.73189
   gu09    all  206.1148
   gu10    all  48.68919
   gu11    all  47.89351
   gu12    all  110.1581
   gu13    all  43.25199
   gu14    all  87.00937
   gu15    all  38.45972
   gu16    all  45.72102
   gu21    all  77.92857
   gu22    all  18.66667
   gu23    all  18.26854
   gu24    all  66.78806
   gu25    all  167.4127
a matrix=mo471   u2031   0.0 AuUtil H2W0HA1                          
   gu01    all  35.80804
   gu02    all  72.86907
   gu04    all  1.897067
   gu05    all  165.3818
   gu06    all  137.5873
   gu07    all  104.9436
   gu08    all  41.73189
   gu09    all  206.1148
   gu10    all  48.68919
   gu11    all  47.89351
   gu12    all  110.1581
   gu13    all  43.25199
   gu14    all  87.00937
   gu15    all  38.45972
   gu16    all  45.72102
   gu21    all  77.92857
   gu22    all  18.66667
   gu23    all  18.26854
   gu24    all  66.78806
   gu25    all  167.4127
a matrix=mo472   u2131   0.0 AuUtil H2W1HA1                          
   gu01    all  35.80804
   gu02    all  72.86907
   gu04    all  1.897067
   gu05    all  165.3818
   gu06    all  137.5873
   gu07    all  104.9436
   gu08    all  41.73189
   gu09    all  206.1148
   gu10    all  48.68919
   gu11    all  47.89351
   gu12    all  110.1581
   gu13    all  43.25199
   gu14    all  87.00937
   gu15    all  38.45972
   gu16    all  45.72102
   gu21    all  77.92857
   gu22    all  18.66667
   gu23    all  18.26854
   gu24    all  66.78806
   gu25    all  167.4127
a matrix=mo473   u2231   0.0 AuUtil H2W2HA1                          
   gu01    all  35.80804
   gu02    all  72.86907
   gu04    all  1.897067
   gu05    all  165.3818
   gu06    all  137.5873
   gu07    all  104.9436
   gu08    all  41.73189
   gu09    all  206.1148
   gu10    all  48.68919
   gu11    all  47.89351
   gu12    all  110.1581
   gu13    all  43.25199
   gu14    all  87.00937
   gu15    all  38.45972
   gu16    all  45.72102
   gu21    all  77.92857
   gu22    all  18.66667
   gu23    all  18.26854
   gu24    all  66.78806
   gu25    all  167.4127
a matrix=mo474   u3031   0.0 AuUtil H3W0HA1                          
   gu01    all  52.64038
   gu02    all  106.5337
   gu04    all  2.887205
   gu05    all  221.8197
   gu06    all  203.9265
   gu07    all  154.4504
   gu08    all  61.53464
   gu09    all  303.1483
   gu10    all  71.46235
   gu11    all  71.65681
   gu12    all  163.6255
   gu13    all  65.03502
   gu14    all  129.5853
   gu15    all  58.26247
   gu16    all  60.57308
   gu21    all  108.6228
   gu22    all  25.59763
   gu23    all   25.1995
   gu24    all  93.52177
   gu25    all  231.7717
a matrix=mo475   u3131   0.0 AuUtil H3W1HA1                          
   gu01    all  52.64038
   gu02    all  106.5337
   gu04    all  2.887205
   gu05    all  221.8197
   gu06    all  203.9265
   gu07    all  154.4504
   gu08    all  61.53464
   gu09    all  303.1483
   gu10    all  71.46235
   gu11    all  71.65681
   gu12    all  163.6255
   gu13    all  65.03502
   gu14    all  129.5853
   gu15    all  58.26247
   gu16    all  60.57308
   gu21    all  108.6228
   gu22    all  25.59763
   gu23    all   25.1995
   gu24    all  93.52177
   gu25    all  231.7717
